folder	movie	root_subtitle_count	subdir_move_count	note
/Volumes/导演们/西德尼·吕美特/山丘	/Volumes/导演们/西德尼·吕美特/山丘/山丘.The.Hill.1965.DVDRip.x264.mkv	1	0	paired sidecar: 山丘.The.Hill.1965.DVDRip.x264.chs.sub
/Volumes/导演们/谢尔盖·爱森斯坦/伊凡雷帝	/Volumes/导演们/谢尔盖·爱森斯坦/伊凡雷帝/[伊凡雷帝1].Ivan.the.Terrible,Part.One.1944.DVDrip.XviD.AC3.iNT-alaundo.avi	1	0	paired sidecar: [伊凡雷帝1].Ivan.the.Terrible,Part.One.1944.DVDrip.XviD.AC3.iNT-alaundo.sub
/Volumes/导演们/谢尔盖·爱森斯坦/十月	/Volumes/导演们/谢尔盖·爱森斯坦/十月/十月.October.Ten.Days.That.Shook.The.World.1928.mp4	1	0	paired sidecar: 十月.October.-Ten.Days.That.Shook.The.World.sub
/Volumes/导演们/谢尔盖·爱森斯坦/墨西哥万岁	/Volumes/导演们/谢尔盖·爱森斯坦/墨西哥万岁/墨西哥万岁.Que.viva.Mexico.1979.mp4	1	0	paired sidecar: 墨西哥万岁.Que.viva.Mexico.chs.sub
/Volumes/导演们/杨·史云梅耶/唐璜	/Volumes/导演们/杨·史云梅耶/唐璜/唐璜.Don.Juan.1970.fico-donjuan.mkv	1	0	paired sidecar: fico-donjuan.sub
/Volumes/导演们/杨·史云梅耶/最后的把戏	/Volumes/导演们/杨·史云梅耶/最后的把戏/最后的把戏.The.Last.Trick.1964.fico-lastrick.mkv	1	0	paired sidecar: fico-lastrick.sub
/Volumes/导演们/杨·史云梅耶/纳骨堂	/Volumes/导演们/杨·史云梅耶/纳骨堂/纳骨堂.The.Ossuary.1970.fico-ossuary.mkv	1	0	paired sidecar: fico-ossuary.sub
/Volumes/导演们/耶尔齐·卡瓦莱罗维奇/【百度贴吧经典电影吧整理收集】修女乔安娜 Matka Joanna od aniolów (1961)	/Volumes/导演们/耶尔齐·卡瓦莱罗维奇/【百度贴吧经典电影吧整理收集】修女乔安娜 Matka Joanna od aniolów (1961)/修女乔安娜.Matka.Joanna.od.aniolow.1961.avi	1	0	paired sidecar: mother.joan.of.the.angels.1961.dvdrip.xvid-imbt.sub
/Volumes/导演们/耶尔齐·卡瓦莱罗维奇/【百度贴吧经典电影吧整理收集】旅店 Austeria (1982)	/Volumes/导演们/耶尔齐·卡瓦莱罗维奇/【百度贴吧经典电影吧整理收集】旅店 Austeria (1982)/百度贴吧经典电影吧整理收集.旅店.1982.A.HDRip-AVC.mkv	1	0	paired sidecar: 百度贴吧经典电影吧整理收集.旅店.1982.A.HDRip-AVC.chs.sub
/Volumes/导演们/约瑟夫·罗西/车祸	/Volumes/导演们/约瑟夫·罗西/车祸/车祸.Accident.1967.Dvdrip.Xvid-Finale.mkv	1	0	paired sidecar: 车祸.Accident.1967.Dvdrip.Xvid-Finale.chs.sub
/Volumes/导演们/约瑟夫·罗西/鳟鱼 La Truite (1982)	/Volumes/导演们/约瑟夫·罗西/鳟鱼 La Truite (1982)/鳟鱼.The.Trout.1982.DVDRip.XviD-iMBT.mkv	0	4	
/Volumes/导演们/拉杜·裘德/喝彩	/Volumes/导演们/拉杜·裘德/喝彩/喝彩.Aferim.2015.BDRip.X264.iNT-TLF.mkv	2	0	
/Volumes/导演们/沃纳·赫尔佐格/一只土拨鼠能啃掉多少	/Volumes/导演们/沃纳·赫尔佐格/一只土拨鼠能啃掉多少/一只土拨鼠能啃掉多少.How.Much.Wood.Would.a.Woodchuck.Chuck.1976.Herzog.mkv	1	0	paired sidecar: Herzog.-.Woodchuck.sub
/Volumes/导演们/沃纳·赫尔佐格/东非的飞行医生们	/Volumes/导演们/沃纳·赫尔佐格/东非的飞行医生们/东非的飞行医生们.Die.fliegenden.Arzte.von.Ostafrika.1969.aka.The.Flying.Doctors.of.East.Africa.mkv	1	0	paired sidecar: Die.fliegenden.Arzte.von.Ostafrika.aka.The.Flying.Doctors.of.East.Africa.sub
/Volumes/导演们/沃纳·赫尔佐格/太阳牧者	/Volumes/导演们/沃纳·赫尔佐格/太阳牧者/太阳牧者.Wodaabe.Herdsmen.of.the.Sun.1989.Wodaabe1.mkv	1	0	paired sidecar: 太阳牧者1989.sub
/Volumes/导演们/沃纳·赫尔佐格/希望的翅膀	/Volumes/导演们/沃纳·赫尔佐格/希望的翅膀/希望的翅膀.Wings.of.Hope.1998.avi	1	0	paired sidecar: 希望之翼2000.sub
/Volumes/导演们/沃纳·赫尔佐格/来自昏暗国度的回声	/Volumes/导演们/沃纳·赫尔佐格/来自昏暗国度的回声/来自昏暗国度的回声.Echos.aus.einem.duesteren.Reich.1990.avi	1	0	paired sidecar: Echos.aus.einem.düsteren.Reich.sub
/Volumes/导演们/沃纳·赫尔佐格/绿蚂蚁做梦的地方	/Volumes/导演们/沃纳·赫尔佐格/绿蚂蚁做梦的地方/绿蚁安睡的地方.Where.the.Green.Ants.Dream.1984.mkv	1	0	paired sidecar: wrd-wtgad.sub
/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/五种死亡的声音	/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/五种死亡的声音/DeathForFiveVoices.mkv	1	0	paired sidecar: DeathForFiveVoices.sub
/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/留心对抗梦幻	/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/留心对抗梦幻/Massnahmen.gegen.Fanatiker.aka.Measures.Against.Fanatics.mkv	1	0	paired sidecar: Massnahmen.gegen.Fanatiker.aka.Measures.Against.Fanatics.sub
/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/赫尔佐格吃他的鞋	/Volumes/导演们/沃纳·赫尔佐格/赫尔佐格短片集/赫尔佐格吃他的鞋/shoe.mkv	1	0	paired sidecar: shoe.sub
/Volumes/导演们/克日什托夫·基耶斯洛夫斯基/短片/愿望音乐会	/Volumes/导演们/克日什托夫·基耶斯洛夫斯基/短片/愿望音乐会/愿望音乐会.Concert.of.Wishes.1967.mkv	2	0	
/Volumes/导演们/伊日·门泽尔/金黄色的回忆	/Volumes/导演们/伊日·门泽尔/金黄色的回忆/金黄色的回忆.Postriziny.1981.mkv	1	0	paired sidecar: 金黄色的回忆.Postriziny.1981.chs.sub
/Volumes/导演们/卢基诺·维斯康蒂/北斗七星	/Volumes/导演们/卢基诺·维斯康蒂/北斗七星/北斗七星.Vaghe.Stelle.Dell.Orsa.1965.DVDRip.XviD-BLooDWeiSeR.mkv	1	0	paired sidecar: Vaghe.Stelle.Dell.Orsa.1965.DVDRip.XviD-BLooDWeiSeR.sub
/Volumes/导演们/卢基诺·维斯康蒂/沉沦	/Volumes/导演们/卢基诺·维斯康蒂/沉沦/沉沦.Ossessione.1943.DVDRip.XviD.avi	2	0	paired sidecar: 沉沦.Ossessione.1943.DVDRip.XviD.chs.sub
/Volumes/导演们/卢基诺·维斯康蒂/纳粹狂魔	/Volumes/导演们/卢基诺·维斯康蒂/纳粹狂魔/纳粹狂魔.La.Caduta.Degli.Dei.1969.DVDRip.DivX.mkv	2	0	
/Volumes/导演们/肯·洛奇/对话杰里米·科尔宾	/Volumes/导演们/肯·洛奇/对话杰里米·科尔宾/对话杰里米·科尔宾.In.Conversation.With.Jeremy.Corbyn.2016.WEB-DL.1080p.H264.AAC-dingfengbo.mp4	1	0	
/Volumes/导演们/曼努埃尔·德·奥利维拉/追忆童年往事	/Volumes/导演们/曼努埃尔·德·奥利维拉/追忆童年往事/porto.of.my.childhood.2001.dvdrip.xvid-espise.avi	1	0	paired sidecar: porto.of.my.childhood.2001.dvdrip.xvid-espise.sub
/Volumes/导演们/泽维尔·多兰/汤姆的农场旅行	/Volumes/导演们/泽维尔·多兰/汤姆的农场旅行/汤姆的农场旅行.Tom.at.the.Farm.2013.Blu.Ray.720p.CINEMANIA.mkv	1	0	
/Volumes/分类/华语世界/中国大陆/20世纪老电影/90/本命年	/Volumes/分类/华语世界/中国大陆/20世纪老电影/90/本命年/本命年.Black.Snow.1990.DVDRip.X264-KEN.mkv	1	0	paired sidecar: [本命年].Black.Snow.1990.DVDRip.X264-KEN.sub
/Volumes/分类/华语世界/台湾/张作骥/黑暗之光	/Volumes/分类/华语世界/台湾/张作骥/黑暗之光/[黑暗之光].Darkness.and.Light-nmv.mkv	1	0	paired sidecar: [黑暗之光].Darkness.and.Light-nmv.sub
/Volumes/分类/华语世界/禁/The.Passion.Of.The.Mao.2006.DVDRip.XviD-CoWRY	/Volumes/分类/华语世界/禁/The.Passion.Of.The.Mao.2006.DVDRip.XviD-CoWRY/cowry-tpotm.avi	1	0	paired sidecar: cowry-tpotm.sub
/Volumes/分类/传记·一段历史/春之颂	/Volumes/分类/传记·一段历史/春之颂/Fruhlingssinfonie--Spring-Symphony--1983--tt0085568--640x480.avi	5	0	
/Volumes/分类/传记·一段历史/科特·科本：关于一个孩子	/Volumes/分类/传记·一段历史/科特·科本：关于一个孩子/科特·科本：关于一个孩子.Kurt.Cobain.About.A.Son.2006.LiMiTED.DOCU.DVDRip.XviD-RiZLA.mkv	0	2	
/Volumes/分类/动画片/艾迪与我	/Volumes/分类/动画片/艾迪与我/Technotise.Edit.And.I.2009.DVDRip.XviD-REACTOR.avi	1	0	paired sidecar: Technotise.Edit.And.I.2009.DVDRip.XviD-REACTOR.sub
/Volumes/分类/动画片/阿祖尔和阿斯马尔	/Volumes/分类/动画片/阿祖尔和阿斯马尔/阿祖尔和阿斯马尔.Azur.et.Asmar.2006.BluRay.480p.x264.AC3-CHD.mkv	1	0	paired sidecar: [阿祖尔和阿斯马尔].Azur.et.Asmar.2006.BluRay.480p.x264.AC3-CHD.sub
/Volumes/分类/公路/寻找1967年女神	/Volumes/分类/公路/寻找1967年女神/寻找1967年女神.The_Goddess_of_1967_.mkv	1	0	paired sidecar: The+Goddess+of+1967.sub
/Volumes/分类/CULT·实验/亚当斯一家的价值观	/Volumes/分类/CULT·实验/亚当斯一家的价值观/亚当斯一家的价值观.The.Addams.Family.Values.1993.DVDRip.DivX-NoGrp.mp4	1	0	paired sidecar: [亚当斯一家的价值观].The.Addams.Family.Values.1993.DVDRip.DivX-NoGrp.sub
/Volumes/分类/CULT·实验/化身博士	/Volumes/分类/CULT·实验/化身博士/Dr.Jekyll.and.Mr.Hyde.1931.DVDRip.X264.AAC-jeffWen.mkv	2	0	paired sidecar: [化身博士].Dr.Jekyll.and.Mr.Hyde.1931.DVDRip.X264.AAC-jeffWen.sub; paired sidecar: Dr.Jekyll.and.Mr.Hyde.1931.DVDRip.X264.AAC-jeffWen.baofeng.sub
/Volumes/分类/CULT·实验/有机体的秘密	/Volumes/分类/CULT·实验/有机体的秘密/WR Mysteries of the Organism (1971).avi	1	0	paired sidecar: WR Mysteries of the Organism (1971).sub
/Volumes/分类/CULT·实验/黑桃王后	/Volumes/分类/CULT·实验/黑桃王后/黑桃王后The Queen Of Spades (1949) DVDRip (SiRiUs sHaRe).mkv	1	0	paired sidecar: 黑桃王后.sub
/Volumes/分类/黑色电影/不夜城	/Volumes/分类/黑色电影/不夜城/不夜城_The_Naked_City.mkv	1	0	paired sidecar: 不夜城.sub
/Volumes/分类/黑色电影/兰闺艳血	/Volumes/分类/黑色电影/兰闺艳血/In.a.Lonely.Place.1950.DVDRip.XviD-MDX.avi	1	0	paired sidecar: In.a.Lonely.Place.1950.DVDRip.XviD-MDX.sub
/Volumes/分类/黑色电影/夜幕	/Volumes/分类/黑色电影/夜幕/imts-nightfall.avi	1	0	paired sidecar: VTS_03_0.sub
/Volumes/分类/黑色电影/大爵士乐队	/Volumes/分类/黑色电影/大爵士乐队/大爵士乐队The_Big_Combo.mkv	1	0	paired sidecar: 大爵士乐队.sub
/Volumes/分类/黑色电影/战胜恶魔	/Volumes/分类/黑色电影/战胜恶魔/战胜恶魔Beat_the_Devil_(1953).mkv	1	0	paired sidecar: 战胜恶魔.sub
/Volumes/分类/黑色电影/枪疯	/Volumes/分类/黑色电影/枪疯/Gun_Crazy(1949).avi	1	0	paired sidecar: Gun Crazy(1949).sub
/Volumes/分类/黑色电影/步步惊魂	/Volumes/分类/黑色电影/步步惊魂/The.Postman.Always.Rings.Twice.1946.CD2.DVDRip.XviD-FiNaLe.avi	1	0	
/Volumes/分类/黑色电影/痛苦的报酬	/Volumes/分类/黑色电影/痛苦的报酬/痛苦的报酬Force.Of.Evil.1948.DVDRip.x264.mkv	2	0	paired sidecar: 痛苦的报酬.sub
/Volumes/分类/黑色电影/血溅虎头门	/Volumes/分类/黑色电影/血溅虎头门/血溅虎头门.Brute.Force.1947.DVDRip.XviD-SEVcD.avi	1	0	paired sidecar: Brute Force[简&评论字幕].sub
/Volumes/分类/黑色电影/邮差总按两次铃	/Volumes/分类/黑色电影/邮差总按两次铃/The.Postman.Always.Rings.Twice.1946.CD1.DVDRip.XviD-FiNaLe.avi	2	0	
/Volumes/分类/恐怖/恐怖小店	/Volumes/分类/恐怖/恐怖小店/恐怖小店.The.Little.Shop.Of.Horrors.1960.COLORiZED.DVDRip.XviD-iLS.mp4	1	0	paired sidecar: ils.the.little.shop.of.horrors.1960.colorized.sub
/Volumes/分类/音乐/冬天里的心	/Volumes/分类/音乐/冬天里的心/冬天里的心.Un.Coeur.En.Hiver.1992.DVDRip.FRENCH.XviD-NewMov.avi	1	0	paired sidecar: Un.Coeur.En.Hiver.1992.DVDRip.XviD-NewMov.sub
/Volumes/分类/战争/亚历山大·涅夫斯基	/Volumes/分类/战争/亚历山大·涅夫斯基/亚历山大.涅夫斯基.Alexander.Nevsky.1938.avi	1	0	paired sidecar: 亚历山大·内夫斯基.sub
/Volumes/分类/战争/阳晖楼	/Volumes/分类/战争/阳晖楼/阳晖楼1983.avi	1	0	paired sidecar: 阳晖楼.sub
/Volumes/分类/爱情/三妻艳史	/Volumes/分类/爱情/三妻艳史/三妻艳史.A.Letter.To.Three.Wives.1949.DVDRip.XviD-VH-PROD.mkv	0	2	
/Volumes/分类/爱情/爱	/Volumes/分类/爱情/爱/Károly_Makk-Szerelem_(__Love__)_(1971).mkv	2	0	paired sidecar: Károly Makk-Szerelem ('Love') (1971).sub; paired sidecar: Károly Makk-Szerelem ('Love') (1971)英法.sub
/Volumes/分类/爱情/爱在世界崩溃时	/Volumes/分类/爱情/爱在世界崩溃时/lap-wseo.mkv	1	0	paired sidecar: lap-wseo.sub
/Volumes/分类/爱情/爱在别乡的季节	/Volumes/分类/爱情/爱在别乡的季节/爱在别乡的季节.Farewell.China.1990.DVDRip.X264.AAC-KEN.mkv	1	0	paired sidecar: [爱在别乡的季节].Farewell China.1990.DVDRip.X264.AAC-KEN.sub
/Volumes/分类/爱情/爱情公寓	/Volumes/分类/爱情/爱情公寓/爱情公寓.Orange.Love.2007.DVDRip.XviD-AsiSter.mkv	1	0	paired sidecar: [爱情公寓].Orange.Love.2007.DVDRip.XviD-AsiSter.baofeng.sub
/Volumes/分类/纪录/光影的魅力	/Volumes/分类/纪录/光影的魅力/光影的魅力.Visions.Of.Light.1992.DVDRip.XviD-HoN.avi	1	0	paired sidecar: hon-vol.sub
/Volumes/分类/纪录/山有多高	/Volumes/分类/纪录/山有多高/纪录观点之山有多高.mkv	1	0	
/Volumes/分类/纪录/战地摄影师	/Volumes/分类/纪录/战地摄影师/战地摄影师.War.Photographer.2001.DVDRip.XviD-TxxZ.mkv	1	0	
/Volumes/分类/纪录/诗歌的力量	/Volumes/分类/纪录/诗歌的力量/louder.than.a.bomb.limited.2010.dvdrip.xvid-lpd.mkv	0	1	
/Volumes/分类/科幻·奇幻/玛丽娜	/Volumes/分类/科幻·奇幻/玛丽娜/Malina.Werner.Schroeter.1991.German.Version.avi	0	4	
/Volumes/分类/短篇集/六个视线	/Volumes/分类/短篇集/六个视线/[六人视线].If.You.Were.Me.2003.DVDRip.x264.AC3-zKF.mkv	1	0	paired sidecar: [六人视线].If.You.Were.Me.2003.DVDRip.x264.AC3-zKF.sub
/Volumes/分类/短篇集/果酱短片集	/Volumes/分类/短篇集/果酱短片集/果酱短片集.Jam.films.2002.DVDRip.XviD-IMBT.mkv	1	0	paired sidecar: jam.films.2002.dvdrip.xvid-imbt.sub
/Volumes/分类/短篇集/火车三段程	/Volumes/分类/短篇集/火车三段程/Tickets.2005.DVDRip.x264-mafalda.mkv	1	0	paired sidecar: Tickets.2005.DVDRip.x264-mafalda.sub
/Volumes/分类/合集/要分类/执斧人	/Volumes/分类/合集/要分类/执斧人/执斧人+Siekierezada.avi	3	0	
/Volumes/分类/合集/要分类/(1950)遥远的旅程 Daleká cesta	/Volumes/分类/合集/要分类/(1950)遥远的旅程 Daleká cesta/daleka.cesta-kinobox.avi	1	0	paired sidecar: pme-dj.sub
/Volumes/分类/合集/要分类/(1963)一日一猫 Az prijde kocour	/Volumes/分类/合集/要分类/(1963)一日一猫 Az prijde kocour/Az-prijde-kocour-(1963).avi	1	0	paired sidecar: VTS_02_0.sub
/Volumes/分类/合集/要分类/(1966)雏菊 Sedmikrásky	/Volumes/分类/合集/要分类/(1966)雏菊 Sedmikrásky/sedmikrasky_1966-nahrano-pres-MULTILOAD-CZ.avi	1	0	paired sidecar: Daisies.sub
/Volumes/分类/合集/要分类/(1966)海底的珍珠 Perlicky na dne	/Volumes/分类/合集/要分类/(1966)海底的珍珠 Perlicky na dne/Perličky-na-dně-1965-cz.dabing.AX.avi	1	0	paired sidecar: 海底的珍珠.sub
/Volumes/分类/合集/要分类/(1969)玩笑	/Volumes/分类/合集/要分类/(1969)玩笑/玩笑+Zert+(1969).avi	1	0	paired sidecar: 玩笑+Zert+(1969).sub
/Volumes/分类/合集/要分类/(1996)马里安 Marian	/Volumes/分类/合集/要分类/(1996)马里安 Marian/Marian-(1996).avi	1	0	paired sidecar: VTS_02_0.sub
/Volumes/分类/合集/要分类/惩罚公园	/Volumes/分类/合集/要分类/惩罚公园/Punishment.Park.1971.DVDRip.x264.mkv	1	0	paired sidecar: Punishment Park[简].sub
/Volumes/分类/故事/昨日青春	/Volumes/分类/故事/昨日青春/愉快终末.HAPPYEND.2024.U-NEXT.WEB-DL.1080p.X264-XRES.chs.otoka.sub-030.sup.mp4	1	0	
/Volumes/分类/喜剧/意大利式离婚	/Volumes/分类/喜剧/意大利式离婚/Divorzio all'italiana - Germi Pietro 1 - 1961 - con Sofia Loren, Marcello Mastroianni ITA.mp4	1	0	paired sidecar: [意大利式离婚].Divorce.Italian.Style.1961.CE.DVDRip.XviD-iMMORTALs.sub
/Volumes/分类/喜剧/捷克有间大酒店	/Volumes/分类/喜剧/捷克有间大酒店/Grandhotel.2006.dvdrip.Xvid-Douban.mp4	1	0	paired sidecar: Grandhotel.2006.dvdrip.Xvid-Douban.EnCz-sub.sub
/Volumes/分类/喜剧/摇尾狗	/Volumes/分类/喜剧/摇尾狗/作大英雄.Wag.The.Dog.1997.DVDRip.XviD-OS.iLUMiNADOS.avi	1	0	paired sidecar: [作大英雄].Wag.The.Dog.1997.DVDRip.XviD-OS.iLUMiNADOS.sub
/Volumes/分类/喜剧/道别派对	/Volumes/分类/喜剧/道别派对/Mita.Tova.2014.DVDRIP.XVID.AC3.mkv	1	0	
/Volumes/分类/惊悚·犯罪·动作/最美丽的妻子	/Volumes/分类/惊悚·犯罪·动作/最美丽的妻子/The.Most.Beautiful.Wife.70.mkv	1	0	paired sidecar: The.Most.Beautiful.Wife.70.sub
/Volumes/分类/惊悚·犯罪·动作/玛塔在里斯本	/Volumes/分类/惊悚·犯罪·动作/玛塔在里斯本/1970-O Cerco aka Besieged (Antonio da Cunha Telles).avi	1	0	paired sidecar: O Cerco aka Besieged 1970.sub
/Volumes/分类/惊悚·犯罪·动作/该死的野兽	/Volumes/分类/惊悚·犯罪·动作/该死的野兽/野兽之死.the.beast.to.die.toru.murakawa.1980.avi	1	0	paired sidecar: 野兽之死.the.beast.to.die.(toru.murakawa.1980).sub
/Volumes/分类/青春·儿童/听见天堂	/Volumes/分类/青春·儿童/听见天堂/听见天堂.Red.Like.The.Sky.2006.DVDRip.XviD-MESS.mkv	1	0	paired sidecar: [听见天堂].Red.Like.The.Sky.2006.DVDRip.XviD-MESS.sub
/Volumes/分类/青春·儿童/悲怜上帝的小女儿	/Volumes/分类/青春·儿童/悲怜上帝的小女儿/悲怜上帝的小女儿.Ponette.1996.DVDRip.Xvid.Mp3.720x480.30Fps.French.mkv	1	0	paired sidecar: [悲怜上帝的小女儿].Ponette.1996.DVDRip.Xvid.Mp3.720x480.30Fps.French.sub
